step 	 hubCount 	 Sws 	 avg_Path_Length 	 Transitivity 	 Clustering 	 Sws2 
1 	 122 	 7.17372269722592 	 4.73157533305865 	 0.0942285041224971 	 0.0963998278813095 	 8.40706237301019
2 	 127 	 7.18136046712056 	 4.72672862396801 	 0.0942322038556677 	 0.0963786282304802 	 8.41383211060293
3 	 124 	 7.1820306601081 	 4.72093576889621 	 0.0941255006675567 	 0.0962652368207925 	 8.414245167541
4 	 123 	 7.17375676785385 	 4.72638068641365 	 0.0941255006675567 	 0.0963044294525777 	 8.40797349070468
5 	 124 	 7.18548866717738 	 4.71257305925621 	 0.0940040051831782 	 0.0961990547175734 	 8.42338165238654
6 	 122 	 7.18485608488007 	 4.70745166262266 	 0.0938935794227371 	 0.0961300222411335 	 8.42649453766354
7 	 118 	 7.19549957223914 	 4.70104228662119 	 0.0939046422119237 	 0.0961302894636229 	 8.43800663133883
8 	 119 	 7.19468704668232 	 4.69604297334005 	 0.0937941869599372 	 0.0960205500946243 	 8.43734674181357
9 	 116 	 7.17186533834073 	 4.69378443132048 	 0.0934517028715088 	 0.0957384522199338 	 8.41660667125873
10 	 118 	 7.16307137674063 	 4.69435822307681 	 0.0933485247318587 	 0.0956448215707476 	 8.40734761047219
11 	 120 	 7.15430896050941 	 4.68823879503731 	 0.093112796134051 	 0.0955403718366682 	 8.40912818909165
12 	 119 	 7.1523667872217 	 4.69043324329686 	 0.0931310908519334 	 0.0955380216491329 	 8.40498716787755
13 	 122 	 7.14368015805026 	 4.68461597155458 	 0.0929026173072389 	 0.0954054792943683 	 8.40374939494125
14 	 131 	 7.1540203120742 	 4.67821269972073 	 0.0929099198239271 	 0.0954135850432148 	 8.41596693837172
15 	 132 	 7.16255766372679 	 4.67263654259946 	 0.0929099198239271 	 0.0954067263326524 	 8.42540455657979
16 	 126 	 7.16840493985542 	 4.66992629217598 	 0.0929318342637 	 0.0953908985390468 	 8.42889577629515
17 	 135 	 7.15674673360509 	 4.66621190617894 	 0.0927068999410261 	 0.0951670551670553 	 8.41581041329169
18 	 133 	 7.16801372528031 	 4.65979337392605 	 0.0927251278018089 	 0.0951820196264642 	 8.42872774997167
19 	 125 	 7.1769879533698 	 4.65360069587511 	 0.0927178357974206 	 0.0952012596457042 	 8.44165014007455
20 	 122 	 7.17872394499997 	 4.65357322712082 	 0.0927397152521041 	 0.0952596922967295 	 8.44688131734501
21 	 126 	 7.18789168730226 	 4.64818629919578 	 0.0927506588522204 	 0.095263611559908 	 8.45701860352046
22 	 127 	 7.19423383794594 	 4.64463672572449 	 0.0927616050354052 	 0.0952743895336489 	 8.46443926073049
23 	 122 	 7.19336810618812 	 4.63910329777656 	 0.09263994335392 	 0.0952010540899431 	 8.46801237730715
24 	 121 	 7.19384405944445 	 4.63306932808375 	 0.0925255704169945 	 0.0951157210416471 	 8.47144070993303
25 	 122 	 7.1996366459025 	 4.62915960872286 	 0.0925219306872271 	 0.0951245393837988 	 8.47938162795249
