step 	 hubCount 	 Sws 	 avg_Path_Length 	 Transitivity 	 Clustering 	 Sws2 
1 	 119 	 6.90911670452302 	 4.70638648537289 	 0.0952268709487331 	 0.0963897419452976 	 6.76134575642689
2 	 124 	 6.9071753833461 	 4.70243708892246 	 0.0951202263083451 	 0.0962741236815312 	 6.75890739201628
3 	 122 	 6.91020366333709 	 4.69436737932824 	 0.0949986249165128 	 0.0961496870756131 	 6.76177501959367
4 	 126 	 6.916120902164 	 4.69127256634467 	 0.0950172901603269 	 0.0961373948410987 	 6.7653707065836
5 	 126 	 6.91954633056249 	 4.68313265882281 	 0.0948994027035523 	 0.0960656901397643 	 6.77207505445307
6 	 120 	 6.91758905536274 	 4.67900624151139 	 0.0947889648667767 	 0.0959668178186698 	 6.77107127684382
7 	 126 	 6.92093178093084 	 4.67711394954905 	 0.0947964156579154 	 0.0959337713041418 	 6.77147816755491
8 	 124 	 6.90379469131288 	 4.67159578202017 	 0.0944501218457668 	 0.0956669051113496 	 6.76061777069792
9 	 124 	 6.91465003325859 	 4.6640784995956 	 0.0944464096215069 	 0.0956594228816452 	 6.77098452088301
10 	 119 	 6.89628883792995 	 4.65916464466114 	 0.0940963760710636 	 0.0954718601014898 	 6.76483552870568
11 	 123 	 6.8831887721771 	 4.65706481099971 	 0.0938753046623162 	 0.0953184127258203 	 6.75700803894576
12 	 125 	 6.88397658263696 	 4.6501335286667 	 0.0937463150033411 	 0.095283718339274 	 6.76461662535219
13 	 125 	 6.88594258341524 	 4.64880587220925 	 0.0937463150033411 	 0.0952739201813277 	 6.76585272437329
14 	 128 	 6.89540410650253 	 4.64242701704589 	 0.0937463150033411 	 0.0952739201813277 	 6.77514923984396
15 	 130 	 6.88455257391482 	 4.65065848708206 	 0.0937647428841013 	 0.0952988609470092 	 6.76492796692879
16 	 123 	 6.87538106401879 	 4.64532954874941 	 0.0935325339099666 	 0.0951245428097281 	 6.76030000352177
17 	 121 	 6.87394679184526 	 4.64116955851608 	 0.0934292792261413 	 0.0950198806680289 	 6.75891463664067
18 	 126 	 6.87229723342578 	 4.6367867661646 	 0.0933186519328326 	 0.0948536682795943 	 6.75346918490454
19 	 123 	 6.88200195603127 	 4.63006607761449 	 0.0933149823043649 	 0.0948698797772873 	 6.76442797568339
20 	 126 	 6.88194250755707 	 4.62479818095805 	 0.0932080072364023 	 0.0948077060114098 	 6.76769485325985
21 	 128 	 6.86758548306531 	 4.61668574219048 	 0.0928504011326097 	 0.0945576748354527 	 6.76170761058765
22 	 129 	 6.860178778108 	 4.61616078377512 	 0.0927397152521041 	 0.0944571101052584 	 6.75528448174424
23 	 121 	 6.8322119113601 	 4.61164980390362 	 0.0922713864306785 	 0.094131811261441 	 6.73860516396513
24 	 128 	 6.82568098803728 	 4.60498100077828 	 0.0920498800204555 	 0.0939538273797535 	 6.73560405410882
25 	 133 	 6.81070333863424 	 4.59790016633857 	 0.0917066645684161 	 0.0937181371440632 	 6.72905419407739
26 	 133 	 6.80793330801041 	 4.59439332204062 	 0.0915994491442062 	 0.093591206461577 	 6.72506969499537
27 	 126 	 6.81688757385729 	 4.58871949823742 	 0.0916066580096801 	 0.0935833679352199 	 6.73282111638467
28 	 132 	 6.81363411222494 	 4.58571624776816 	 0.0915030107442245 	 0.0934706891188374 	 6.72911859090999
29 	 128 	 6.79522343613308 	 4.58052160112317 	 0.0911523929471033 	 0.0932570002014448 	 6.72134861798675
30 	 128 	 6.79212017445708 	 4.58315554945139 	 0.091163156858886 	 0.0932486272301089 	 6.71688272432426
31 	 123 	 6.76925144872151 	 4.5809488928566 	 0.0908124704770902 	 0.092938649142353 	 6.69777917725748
32 	 125 	 6.767257068012 	 4.57652031924797 	 0.0906979490611345 	 0.0928483553483555 	 6.69774696499424
33 	 132 	 6.74654980962228 	 4.57335530833677 	 0.0903578881058309 	 0.0925380072602297 	 6.67997928060298
34 	 132 	 6.75074808201612 	 4.57123105800485 	 0.0903721204961607 	 0.0925382744827191 	 6.68310276466744
35 	 139 	 6.7607365207019 	 4.56483694242244 	 0.0903792383727799 	 0.0925434407841817 	 6.69283763636735
36 	 135 	 6.7574949732061 	 4.56159562941598 	 0.090271760535644 	 0.092459532922496 	 6.69152072113661
37 	 132 	 6.74825208634732 	 4.55606525355186 	 0.0900389932647997 	 0.0923187957447219 	 6.68944536311274
38 	 132 	 6.74386444018916 	 4.54742175220132 	 0.089809745145153 	 0.0921609563276232 	 6.69070148422684
39 	 129 	 6.74350097605068 	 4.54784599185094 	 0.0898132829118412 	 0.0921804635693526 	 6.69149340591459
40 	 129 	 6.74383768456783 	 4.54797723145478 	 0.0898203592814371 	 0.0921863424641204 	 6.69172705541114
41 	 130 	 6.75161693795426 	 4.54327397030322 	 0.0898309759268744 	 0.0921902617272989 	 6.69893921587812
42 	 129 	 6.76068739605342 	 4.53753605274001 	 0.0898380550849127 	 0.0922005943302241 	 6.70816208515639
43 	 129 	 6.75380794722942 	 4.54233698057349 	 0.0898415950823548 	 0.0921780585669476 	 6.69943415102986
44 	 133 	 6.76813779282125 	 4.53307695829327 	 0.0898486759142497 	 0.0921898163564832 	 6.713975830595
45 	 134 	 6.77846993199316 	 4.52652413435273 	 0.0898557578623788 	 0.0921878567248939 	 6.72355239746197
46 	 131 	 6.78730994773303 	 4.52045048757039 	 0.0898522167487685 	 0.0921966750670456 	 6.73323013086625
47 	 135 	 6.79330883956336 	 4.51051595476812 	 0.0897339901477833 	 0.0921217191587564 	 6.74257407764812
48 	 126 	 6.79569641669522 	 4.50910894413161 	 0.0897375266020336 	 0.0921099613692208 	 6.74381716812251
