1 	 0
2 	 0
3 	 0
4 	 0
5 	 0.00740740740740741
6 	 0.037037037037037
7 	 0.0851851851851852
8 	 0.153086419753086
9 	 0.228395061728395
10 	 0.333333333333333
11 	 0.122222222222222
12 	 0.0271604938271605
13 	 0.00493827160493827
14 	 0
15 	 0.00123456790123457
